Timestamp,Server,Host,Ping,App_Port,Admin_Port,HTTP,Status
2025-08-21 16:44:01,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 24.5}","{'success': True, 'port': 8080, 'response_time': 3.3, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 8.0, 'status': 'OPEN'}",200 (0.05s),ONLINE
2025-08-21 16:44:01,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 24.5}","{'success': True, 'port': 80, 'response_time': 2.5, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.1, 'status': 'OPEN'}",200 (0.08s),ONLINE
2025-08-21 16:44:01,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 112.4}","{'success': True, 'port': 8080, 'response_time': 10.4, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 10.7, 'status': 'OPEN'}",200 (0.08s),ONLINE
2025-08-21 16:44:01,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 25.9}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 14.9, 'status': 'OPEN'}",,ONLINE
2025-08-21 16:44:33,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 31.5}","{'success': True, 'port': 8080, 'response_time': 12.2, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 30.1, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:44:33,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 34.0}","{'success': True, 'port': 80, 'response_time': 16.7, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 5.9, 'status': 'OPEN'}",200 (0.08s),ONLINE
2025-08-21 16:44:33,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 40.1}","{'success': True, 'port': 8080, 'response_time': 15.6, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.9, 'status': 'OPEN'}",200 (0.05s),ONLINE
2025-08-21 16:44:33,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 31.0}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 15.2, 'status': 'OPEN'}",,ONLINE
2025-08-21 16:45:05,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 26.4}","{'success': True, 'port': 8080, 'response_time': 20.7, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 3.0, 'status': 'OPEN'}",200 (0.05s),ONLINE
2025-08-21 16:45:06,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 22.2}","{'success': True, 'port': 80, 'response_time': 12.9, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.6, 'status': 'OPEN'}",200 (0.17s),ONLINE
2025-08-21 16:45:06,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 23.9}","{'success': True, 'port': 8080, 'response_time': 2.1, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.9, 'status': 'OPEN'}",200 (0.06s),ONLINE
2025-08-21 16:45:06,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 23.1}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 28.3, 'status': 'OPEN'}",,ONLINE
2025-08-21 16:45:38,SFCS 116,147.1.0.116,"{'success': True, 'response_time': 20.4}","{'success': True, 'port': 8080, 'response_time': 23.5, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.8, 'status': 'OPEN'}",200 (0.08s),ONLINE
2025-08-21 16:45:38,SFCS 40,147.1.160.40,"{'success': True, 'response_time': 19.8}","{'success': True, 'port': 80, 'response_time': 24.8, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 15.3, 'status': 'OPEN'}",200 (0.07s),ONLINE
2025-08-21 16:45:38,SFCS 130,147.0.0.130,"{'success': True, 'response_time': 21.7}","{'success': True, 'port': 8080, 'response_time': 4.2, 'status': 'OPEN'}","{'success': True, 'port': 4848, 'response_time': 2.2, 'status': 'OPEN'}",200 (0.08s),ONLINE
2025-08-21 16:45:38,SFCS 61,147.1.0.61,"{'success': True, 'response_time': 22.6}","{'success': False, 'port': 8080, 'response_time': 0, 'status': 'CLOSED', 'error': 'Connection failed (code: 10061)'}","{'success': True, 'port': 4848, 'response_time': 14.8, 'status': 'OPEN'}",,ONLINE
